,time,steering_angle,steering_rate,angle_error,rate_error,acceleration,reference_angle,reference_rate,measured_input,execution_time,repetition,condition,human_noise,torque,estimated_human_gain_pos,estimated_human_gain_vel,robot_gain_pos,robot_gain_vel,state_estimate_pos,state_estimate_vel,estimated_human_input,input_estimation_error,robot_cost_pos,robot_cost_vel,estimated_human_cost_1,estimated_human_cost_2
14,0.07757170000000002,-0.15048228810695108,-2.5430189253463613,-0.08913554965198994,-0.520709793730048,1.035775188113012,-0.07108379251031124,-2.038643011719706,0,0.0047954,1,Manual Control,0.01,0,-0.03199820175091167,0.0,0,0,-0.11985326837490977,-1.6770875950127624,-0.0024050062194676024,0.6056593907887889,0,0,0.0010238849152920467,0.0035073072090626655
15,0.08321040000000046,-0.16304865872131025,-2.5945143453340203,-0.091964866210999,-0.5558713336143142,-0.39849701177080066,-0.08263240165018396,-2.0574840523326383,0,0.0056387,1,Manual Control,0.01,0,-0.037251800616775355,0.0,0,0,-0.1284101610907324,-1.6601410279492246,-0.0028521773009427785,0.6619730696062267,0,0,0.0013876966491919848,0.004083151605544795
16,0.08781780000000072,-0.17545794970298995,-2.6273871609573076,-0.09282554805280599,-0.5699031086246693,-2.507674734763219,-0.09214690151318221,-2.072561294385225,0,0.0046074,1,Manual Control,0.01,0,-0.044740178362721275,0.0,0,0,-0.1391549353780425,-1.6439526144707415,-0.0036223348583313444,0.7793542969558257,0,0,0.0020016835599281128,0.004903949019630487
17,0.09294660000000032,-0.18566812582715678,-2.5367772063130922,-0.09352122431397457,-0.46421591192786726,-3.0047238043450446,-0.10281892950197663,-2.0889805680034215,0,0.0051288,1,Manual Control,0.01,0,-0.05000658898346849,0.0,0,0,-0.1458175091459794,-1.6343887821031886,-0.0041530315764998944,0.8235997925710044,0,0,0.002500658941761552,0.005481197706285343
18,0.09678450000000005,-0.19823449644151592,-2.4596200838353113,-0.09541556693953929,-0.3706395158318898,-3.846041697551547,-0.11085936589802217,-2.1009984567904647,0,0.0038379000000000004,1,Manual Control,0.01,0,-0.0581292985511783,0.0,0,0,-0.1555043160357672,-1.6165537156453018,-0.004773248134802406,0.922328067974715,0,0,0.0033790153500520195,0.006371523920418274
19,0.10300330000000013,-0.2109579466885546,-2.5099487797455735,-0.10009858079053244,-0.4089503229551088,-5.031303213250567,-0.12398431899416297,-2.1199460702589024,0,0.0062188,1,Manual Control,0.01,0,-0.06716622630339764,0.0,0,0,-0.16527906745886367,-1.5980184129846222,-0.005814535972006127,0.9769836226793196,0,0,0.004511301955839224,0.007362057141624503
20,0.10640660000000057,-0.22336723767023425,-2.5458955438632973,-0.09938291867607128,-0.42594947360439495,-6.495895827041101,-0.1312163383374114,-2.130022111129927,0,0.0034033,1,Manual Control,0.01,0,-0.07700793515732848,0.0,0,0,-0.17509932790983562,-1.5825708137202512,-0.0066745389584534675,1.0401622157674737,0,0,0.005930222077195308,0.00844080202490233
21,0.11146940000000072,-0.23609068791727295,-2.576369808172461,-0.10487434957986155,-0.4463476970425342,-8.522857500038665,-0.1420373322172114,-2.1446011850925975,0,0.0050628,1,Manual Control,0.01,0,-0.0877369086623057,0.0,0,0,-0.1848654814627397,-1.569268315190612,-0.008039653819670938,1.1236536994610984,0,0,0.007697765141617773,0.009616799551662619
22,0.11648800000000037,-0.24630086404143975,-2.6589579749551047,-0.10426353182422834,-0.5143567898625072,-10.605974689589067,-0.15283542358657354,-2.1585393336361105,0,0.005018600000000001,1,Manual Control,0.01,0,-0.0989651772838849,0.0,0,0,-0.19403202288807161,-1.5597954851210327,-0.009197647518735173,1.2139557311163789,0,0,0.009794106314830768,0.010847524571409544
23,0.12105170000000065,-0.2615375884113503,-2.505812413443575,-0.10870216482477674,-0.3472730798074646,-11.043088415759925,-0.16271437002683192,-2.1707418002466627,0,0.0045637,1,Manual Control,0.01,0,-0.11302576575718597,0.0,0,0,-0.20472011614653132,-1.5491845749542679,-0.01077727282349537,1.3016372589616938,0,0,0.012774823724998273,0.012388698781759262
